Row ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Region,Category,Sub-Category,Cost (US dollar),Quantity,Cost-per-piece,Wait-Duration
624,2015-11-29,2015-12-03,Standard Class,Sylvia Foulston,Corporate,Dearborn,Michigan,Central,Office Supplies,Appliances,555.21,5,111.042,4
625,2015-11-29,2015-12-03,Standard Class,Sylvia Foulston,Corporate,Dearborn,Michigan,Central,Office Supplies,Storage,523.48,4,130.87,4
626,2015-11-29,2015-12-03,Standard Class,Sylvia Foulston,Corporate,Dearborn,Michigan,Central,Office Supplies,Art,161.82,9,17.98,4
627,2017-09-15,2017-09-19,Standard Class,Meg O'Connel,Home Office,New York City,New York,East,Furniture,Furnishings,35.56,7,5.08,4
628,2017-05-19,2017-05-23,Standard Class,Annie Thurman,Consumer,Seattle,Washington,West,Office Supplies,Appliances,97.16,2,48.58,4
629,2017-12-17,2017-12-21,Standard Class,Logan Currie,Consumer,San Francisco,California,West,Office Supplies,Binders,15.24,5,3.048,4
630,2017-12-17,2017-12-21,Standard Class,Logan Currie,Consumer,San Francisco,California,West,Office Supplies,Paper,13.23,3,4.41,4
631,2016-12-11,2016-12-13,Second Class,Fred McMath,Consumer,Aurora,Colorado,West,Office Supplies,Storage,243.384,3,81.128,2
632,2016-12-11,2016-12-13,Second Class,Fred McMath,Consumer,Aurora,Colorado,West,Technology,Accessories,119.8,5,23.96,2
633,2016-12-11,2016-12-13,Second Class,Fred McMath,Consumer,Aurora,Colorado,West,Technology,Phones,300.768,4,75.192,2
634,2017-09-24,2017-09-26,Second Class,Brian Dahlen,Consumer,Miami,Florida,South,Technology,Accessories,17.88,3,5.96,2
635,2017-09-24,2017-09-26,Second Class,Brian Dahlen,Consumer,Miami,Florida,South,Office Supplies,Labels,235.944,3,78.648,2
636,2015-10-04,2015-10-09,Second Class,Denny Joy,Corporate,Warner Robins,Georgia,South,Furniture,Chairs,392.94,3,130.98,5
637,2016-08-15,2016-08-21,Standard Class,Max Engle,Consumer,Aurora,Colorado,West,Office Supplies,Binders,18.882,3,6.294,6
638,2016-08-15,2016-08-21,Standard Class,Max Engle,Consumer,Aurora,Colorado,West,Office Supplies,Appliances,122.328,3,40.776,6
639,2016-05-20,2016-05-25,Standard Class,Rick Bensley,Home Office,Vallejo,California,West,Furniture,Furnishings,1049.2,5,209.84,5
640,2016-05-20,2016-05-25,Standard Class,Rick Bensley,Home Office,Vallejo,California,West,Office Supplies,Binders,15.424,4,3.856,5
641,2016-12-18,2016-12-22,Standard Class,Justin Deggeller,Corporate,Minneapolis,Minnesota,Central,Furniture,Furnishings,18.84,3,6.28,4
642,2017-07-30,2017-08-03,Second Class,John Lee,Consumer,Mission Viejo,California,West,Office Supplies,Storage,330.4,2,165.2,4
643,2017-07-30,2017-08-03,Second Class,John Lee,Consumer,Mission Viejo,California,West,Office Supplies,Labels,26.25,7,3.75,4
644,2017-06-10,2017-06-15,Standard Class,Sean Christensen,Consumer,Rochester Hills,Michigan,Central,Technology,Accessories,132.52,4,33.13,5
645,2017-07-21,2017-07-25,Standard Class,Tamara Willingham,Home Office,Plainfield,New Jersey,East,Office Supplies,Paper,6.48,1,6.48,4
646,2017-12-30,2018-01-05,Standard Class,Chuck Clark,Home Office,Columbus,Indiana,Central,Office Supplies,Appliances,209.3,2,104.65,6
647,2016-04-01,2016-04-08,Standard Class,Barry Blumstein,Corporate,Sierra Vista,Arizona,West,Office Supplies,Fasteners,31.56,5,6.312,7
648,2016-04-01,2016-04-08,Standard Class,Barry Blumstein,Corporate,Sierra Vista,Arizona,West,Office Supplies,Appliances,30.144,2,15.072,7
649,2016-12-11,2016-12-16,Second Class,Anthony Rawles,Corporate,Vancouver,Washington,West,Furniture,Furnishings,14.8,4,3.7,5
650,2016-12-11,2016-12-16,Second Class,Anthony Rawles,Corporate,Vancouver,Washington,West,Technology,Phones,302.376,3,100.792,5
651,2016-12-11,2016-12-16,Second Class,Anthony Rawles,Corporate,Vancouver,Washington,West,Technology,Accessories,316,4,79,5
652,2016-10-23,2016-10-29,Standard Class,Steven Roelle,Home Office,New York City,New York,East,Office Supplies,Paper,379.4,10,37.94,6
653,2017-06-19,2017-06-23,Standard Class,Allen Rosenblatt,Corporate,New York City,New York,East,Office Supplies,Paper,97.82,2,48.91,4
654,2017-06-19,2017-06-23,Standard Class,Allen Rosenblatt,Corporate,New York City,New York,East,Technology,Accessories,103.12,8,12.89,4
655,2016-08-22,2016-08-28,Standard Class,Craig Reiter,Consumer,Columbus,Ohio,East,Office Supplies,Appliances,113.552,2,56.776,6
656,2016-08-22,2016-08-28,Standard Class,Craig Reiter,Consumer,Columbus,Ohio,East,Office Supplies,Binders,3.318,2,1.659,6
657,2016-08-22,2016-08-28,Standard Class,Craig Reiter,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,134.288,2,67.144,6
658,2016-09-19,2016-09-19,Same Day,Eugene Hildebrand,Home Office,Aurora,Illinois,Central,Furniture,Chairs,701.372,2,350.686,0
659,2016-09-19,2016-09-19,Same Day,Eugene Hildebrand,Home Office,Aurora,Illinois,Central,Office Supplies,Binders,2.308,2,1.154,0
660,2015-08-24,2015-08-28,Standard Class,Cassandra Brandow,Consumer,Arlington,Texas,Central,Office Supplies,Storage,999.432,7,142.776,4
661,2015-08-24,2015-08-28,Standard Class,Cassandra Brandow,Consumer,Arlington,Texas,Central,Office Supplies,Storage,724.08,14,51.72,4
662,2015-08-24,2015-08-28,Standard Class,Cassandra Brandow,Consumer,Arlington,Texas,Central,Furniture,Tables,918.785,5,183.757,4
663,2015-08-24,2015-08-28,Standard Class,Cassandra Brandow,Consumer,Arlington,Texas,Central,Office Supplies,Binders,2.724,3,0.908,4
664,2016-03-26,2016-03-30,Standard Class,Sibella Parks,Corporate,New York City,New York,East,Office Supplies,Storage,459.95,5,91.99,4
665,2016-11-04,2016-11-04,Same Day,Roy Collins,Consumer,Louisville,Kentucky,South,Office Supplies,Fasteners,10.74,3,3.58,0
666,2017-06-08,2017-06-10,Second Class,Tiffany House,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,23.76,3,7.92,2
667,2017-06-08,2017-06-10,Second Class,Tiffany House,Corporate,Dallas,Texas,Central,Office Supplies,Paper,85.056,3,28.352,2
668,2017-06-08,2017-06-10,Second Class,Tiffany House,Corporate,Dallas,Texas,Central,Technology,Phones,381.576,3,127.192,2
669,2014-12-24,2014-12-26,First Class,Resi Pölking,Consumer,Cleveland,Ohio,East,Furniture,Furnishings,30.36,5,6.072,2
670,2017-06-09,2017-06-13,Standard Class,Meg O'Connel,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,23.976,3,7.992,4
671,2017-06-09,2017-06-13,Standard Class,Meg O'Connel,Home Office,Chicago,Illinois,Central,Furniture,Tables,108.925,1,108.925,4
672,2017-06-09,2017-06-13,Standard Class,Meg O'Connel,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,36.352,8,4.544,4
673,2017-06-15,2017-06-22,Standard Class,Tamara Dahlen,Consumer,Quincy,Illinois,Central,Office Supplies,Art,19.56,5,3.912,7
674,2017-12-05,2017-12-08,First Class,Rob Beeghly,Consumer,Columbus,Indiana,Central,Office Supplies,Appliances,61.44,3,20.48,3
675,2017-12-05,2017-12-08,First Class,Rob Beeghly,Consumer,Columbus,Indiana,Central,Office Supplies,Paper,38.9,5,7.78,3
676,2017-12-05,2017-12-08,First Class,Rob Beeghly,Consumer,Columbus,Indiana,Central,Technology,Accessories,99.39,3,33.13,3
677,2017-03-18,2017-03-23,Standard Class,Carol Darley,Consumer,Tyler,Texas,Central,Office Supplies,Appliances,2.688,3,0.896,5
678,2017-03-18,2017-03-23,Standard Class,Carol Darley,Consumer,Tyler,Texas,Central,Technology,Accessories,27.816,3,9.272,5
679,2017-03-18,2017-03-23,Standard Class,Carol Darley,Consumer,Tyler,Texas,Central,Furniture,Furnishings,82.524,3,27.508,5
680,2017-03-18,2017-03-23,Standard Class,Carol Darley,Consumer,Tyler,Texas,Central,Office Supplies,Binders,182.994,3,60.998,5
681,2016-11-19,2016-11-24,Standard Class,Doug Jacobs,Consumer,New York City,New York,East,Office Supplies,Binders,14.352,3,4.784,5
682,2016-11-19,2016-11-24,Standard Class,Doug Jacobs,Consumer,New York City,New York,East,Office Supplies,Storage,64.96,2,32.48,5
683,2016-11-19,2016-11-24,Standard Class,Doug Jacobs,Consumer,New York City,New York,East,Office Supplies,Storage,68.6,4,17.15,5
684,2017-11-04,2017-11-04,Same Day,Grant Thornton,Corporate,Burlington,North Carolina,South,Technology,Machines,7999.98,4,1999.995,0
685,2017-11-04,2017-11-04,Same Day,Grant Thornton,Corporate,Burlington,North Carolina,South,Office Supplies,Appliances,167.44,2,83.72,0
686,2014-07-05,2014-07-08,First Class,Michael Chen,Consumer,Jackson,Mississippi,South,Technology,Accessories,479.97,3,159.99,3
687,2014-07-05,2014-07-08,First Class,Michael Chen,Consumer,Jackson,Mississippi,South,Office Supplies,Labels,14.62,2,7.31,3
688,2014-07-05,2014-07-08,First Class,Michael Chen,Consumer,Jackson,Mississippi,South,Office Supplies,Paper,19.44,3,6.48,3
689,2017-12-25,2017-12-29,Standard Class,Ralph Arnett,Consumer,New York City,New York,East,Furniture,Bookcases,191.984,2,95.992,4
690,2014-06-21,2014-06-23,Second Class,Naresj Patel,Consumer,Waynesboro,Virginia,South,Furniture,Furnishings,104.01,1,104.01,2
691,2014-06-21,2014-06-23,Second Class,Naresj Patel,Consumer,Waynesboro,Virginia,South,Technology,Phones,284.82,1,284.82,2
692,2014-06-21,2014-06-23,Second Class,Naresj Patel,Consumer,Waynesboro,Virginia,South,Office Supplies,Storage,36.84,3,12.28,2
693,2015-03-28,2015-04-02,Standard Class,Alan Barnes,Consumer,Los Angeles,California,West,Technology,Accessories,166.24,1,166.24,5
694,2015-03-28,2015-04-02,Standard Class,Alan Barnes,Consumer,Los Angeles,California,West,Office Supplies,Paper,33.4,5,6.68,5
702,2017-09-02,2017-09-08,Standard Class,Dorris liebe,Corporate,Cleveland,Ohio,East,Furniture,Furnishings,15.072,3,5.024,6
703,2016-11-04,2016-11-08,Second Class,Alejandro Savely,Corporate,Seattle,Washington,West,Furniture,Furnishings,209.88,3,69.96,4
704,2015-04-09,2015-04-14,Standard Class,Jay Kimmel,Consumer,Long Beach,California,West,Furniture,Tables,369.912,3,123.304,5
705,2014-09-12,2014-09-17,Standard Class,Brad Norvell,Corporate,Cary,North Carolina,South,Office Supplies,Paper,10.368,2,5.184,5
706,2014-09-12,2014-09-17,Standard Class,Brad Norvell,Corporate,Cary,North Carolina,South,Office Supplies,Appliances,166.84,5,33.368,5
707,2014-09-12,2014-09-17,Standard Class,Brad Norvell,Corporate,Cary,North Carolina,South,Technology,Accessories,15.216,1,15.216,5
708,2014-12-02,2014-12-04,First Class,David Philippe,Consumer,New York City,New York,East,Technology,Accessories,119.96,4,29.99,2
709,2014-12-02,2014-12-04,First Class,David Philippe,Consumer,New York City,New York,East,Furniture,Bookcases,883.92,5,176.784,2
710,2014-12-02,2014-12-04,First Class,David Philippe,Consumer,New York City,New York,East,Office Supplies,Binders,46.72,8,5.84,2
711,2014-04-05,2014-04-07,First Class,Tracy Hopkins,Home Office,New York City,New York,East,Office Supplies,Paper,55.48,1,55.48,2
712,2017-09-03,2017-09-07,Standard Class,Arthur Prichep,Consumer,Palm Coast,Florida,South,Office Supplies,Envelopes,24.448,4,6.112,4
713,2017-05-19,2017-05-24,Standard Class,Roland Schwarz,Corporate,Mount Vernon,New York,East,Office Supplies,Appliances,281.34,6,46.89,5
714,2017-05-19,2017-05-24,Standard Class,Roland Schwarz,Corporate,Mount Vernon,New York,East,Technology,Phones,307.98,2,153.99,5
715,2017-05-19,2017-05-24,Standard Class,Roland Schwarz,Corporate,Mount Vernon,New York,East,Technology,Accessories,299.97,3,99.99,5
716,2014-07-01,2014-07-06,Second Class,Dorris liebe,Corporate,Seattle,Washington,West,Office Supplies,Binders,19.92,5,3.984,5
718,2017-09-24,2017-09-29,Standard Class,Kelly Collister,Consumer,Newark,Ohio,East,Furniture,Furnishings,103.056,3,34.352,5
719,2014-06-02,2014-06-07,Standard Class,Christine Kargatis,Home Office,Orem,Utah,West,Office Supplies,Binders,59.808,3,19.936,5
720,2014-06-02,2014-06-07,Standard Class,Christine Kargatis,Home Office,Orem,Utah,West,Furniture,Furnishings,73.32,6,12.22,5
721,2016-02-13,2016-02-18,Standard Class,Ross DeVincentis,Home Office,Los Angeles,California,West,Office Supplies,Paper,146.82,3,48.94,5
722,2016-12-15,2016-12-19,Standard Class,Michael Paige,Corporate,Detroit,Michigan,Central,Furniture,Tables,1652.94,3,550.98,4
723,2016-12-15,2016-12-19,Standard Class,Michael Paige,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,296.37,3,98.79,4
724,2014-10-07,2014-10-13,Standard Class,Mathew Reese,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,129.92,5,25.984,6
725,2016-07-07,2016-07-12,Standard Class,Steve Chapman,Corporate,Hialeah,Florida,South,Office Supplies,Supplies,45.584,7,6.512,5
726,2017-09-16,2017-09-20,Standard Class,Jay Fein,Consumer,Austin,Texas,Central,Office Supplies,Envelopes,17.568,2,8.784,4
727,2017-09-16,2017-09-20,Standard Class,Jay Fein,Consumer,Austin,Texas,Central,Technology,Phones,55.992,1,55.992,4
728,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,Oceanside,New York,East,Office Supplies,Paper,182.72,8,22.84,3
729,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,Oceanside,New York,East,Furniture,Tables,400.032,2,200.016,3
730,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,Oceanside,New York,East,Office Supplies,Storage,33.63,3,11.21,3
731,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,Oceanside,New York,East,Furniture,Chairs,542.646,3,180.882,3
732,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,Oceanside,New York,East,Office Supplies,Labels,6.3,2,3.15,3
733,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Storage,242.94,3,80.98,4
734,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Technology,Accessories,179.97,3,59.99,4
735,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Binders,99.696,6,16.616,4
736,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Binders,27.936,4,6.984,4
737,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Furniture,Bookcases,84.98,1,84.98,4
738,2017-01-21,2017-01-25,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Binders,18.72,5,3.744,4
739,2014-09-08,2014-09-12,Standard Class,Gary Zandusky,Consumer,San Francisco,California,West,Technology,Accessories,49.98,2,24.99,4
740,2014-01-04,2014-01-08,Standard Class,Phillina Ober,Home Office,Naperville,Illinois,Central,Office Supplies,Labels,11.784,3,3.928,4
741,2014-01-04,2014-01-08,Standard Class,Phillina Ober,Home Office,Naperville,Illinois,Central,Office Supplies,Storage,272.736,3,90.912,4
742,2014-01-04,2014-01-08,Standard Class,Phillina Ober,Home Office,Naperville,Illinois,Central,Office Supplies,Binders,3.54,2,1.77,4
743,2016-08-27,2016-09-01,Standard Class,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,51.52,5,10.304,5
744,2016-08-27,2016-09-01,Standard Class,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Paper,3.528,1,3.528,5
745,2016-08-27,2016-09-01,Standard Class,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Paper,4.624,1,4.624,5
746,2016-08-27,2016-09-01,Standard Class,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,55.168,4,13.792,5
747,2014-05-27,2014-05-27,Same Day,Maya Herman,Corporate,San Diego,California,West,Furniture,Tables,567.12,10,56.712,0
748,2014-05-27,2014-05-27,Same Day,Maya Herman,Corporate,San Diego,California,West,Office Supplies,Storage,359.32,4,89.83,0
749,2016-03-20,2016-03-22,Second Class,Peter Bühler,Consumer,Evanston,Illinois,Central,Technology,Phones,11.992,1,11.992,2
750,2017-10-02,2017-10-06,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,58.05,3,19.35,4
751,2017-10-02,2017-10-06,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Central,Furniture,Furnishings,157.74,11,14.34,4
752,2017-10-02,2017-10-06,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Central,Office Supplies,Art,56.98,7,8.14,4
753,2017-10-02,2017-10-06,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,2.88,1,2.88,4
754,2016-04-07,2016-04-09,First Class,Yoseph Carroll,Corporate,San Francisco,California,West,Technology,Copiers,1199.976,3,399.992,2
755,2015-12-07,2015-12-12,Standard Class,Melanie Seite,Consumer,Los Angeles,California,West,Furniture,Furnishings,79.92,4,19.98,5
756,2016-09-18,2016-09-22,Standard Class,Nona Balk,Corporate,Jacksonville,Florida,South,Furniture,Tables,383.438,4,95.8595,4
757,2014-12-29,2015-01-02,Standard Class,Debra Catini,Consumer,Cottage Grove,Minnesota,Central,Office Supplies,Storage,24.56,2,12.28,4
758,2014-12-29,2015-01-02,Standard Class,Debra Catini,Consumer,Cottage Grove,Minnesota,Central,Technology,Accessories,119.8,4,29.95,4
759,2017-07-23,2017-07-28,Standard Class,Christine Phan,Corporate,New York City,New York,East,Office Supplies,Binders,13.128,3,4.376,5
760,2017-09-18,2017-09-22,Standard Class,Barry Französisch,Corporate,Green Bay,Wisconsin,Central,Office Supplies,Paper,22.72,4,5.68,4
761,2015-08-31,2015-09-05,Standard Class,Andrew Roberts,Consumer,Los Angeles,California,West,Office Supplies,Paper,58.32,9,6.48,5
762,2017-11-03,2017-11-07,Standard Class,Julie Creighton,Corporate,Atlanta,Georgia,South,Office Supplies,Labels,12.39,3,4.13,4
763,2015-02-08,2015-02-13,Standard Class,Lisa Hazard,Consumer,Columbus,Ohio,East,Technology,Phones,107.982,3,35.994,5
764,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,11.36,2,5.68,2
765,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,50.94,3,16.98,2
766,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Technology,Accessories,646.74,6,107.79,2
767,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Binders,5.64,3,1.88,2
768,2014-01-13,2014-01-15,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Storage,572.58,6,95.43,2
770,2016-05-19,2016-05-24,Standard Class,Laurel Elliston,Consumer,Arlington,Virginia,South,Furniture,Chairs,641.96,2,320.98,5
771,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,18.28,2,9.14,6
772,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Technology,Phones,207,3,69,6
773,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,32.35,5,6.47,6
774,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,7.71,1,7.71,6
775,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Art,40.3,2,20.15,6
776,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Furniture,Furnishings,34.58,7,4.94,6
777,2014-06-29,2014-07-06,Standard Class,Dan Lawera,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,32.76,7,4.68,7
778,2015-08-21,2015-08-23,First Class,Nick Zandusky,Home Office,San Francisco,California,West,Furniture,Chairs,544.008,3,181.336,2
779,2015-08-21,2015-08-23,First Class,Nick Zandusky,Home Office,San Francisco,California,West,Office Supplies,Paper,59.94,3,19.98,2
780,2015-08-21,2015-08-23,First Class,Nick Zandusky,Home Office,San Francisco,California,West,Office Supplies,Paper,23.92,4,5.98,2
781,2015-08-21,2015-08-23,First Class,Nick Zandusky,Home Office,San Francisco,California,West,Office Supplies,Paper,4.28,1,4.28,2
782,2015-10-03,2015-10-06,Second Class,Bryan Mills,Consumer,Columbus,Ohio,East,Office Supplies,Binders,32.07,5,6.414,3
783,2015-10-03,2015-10-06,Second Class,Bryan Mills,Consumer,Columbus,Ohio,East,Technology,Accessories,24,2,12,3
784,2015-10-03,2015-10-06,Second Class,Bryan Mills,Consumer,Columbus,Ohio,East,Furniture,Bookcases,35.49,1,35.49,3
785,2015-10-03,2015-10-06,Second Class,Bryan Mills,Consumer,Columbus,Ohio,East,Technology,Accessories,47.984,2,23.992,3
786,2015-05-23,2015-05-28,Standard Class,Erin Ashbrook,Corporate,Columbia,South Carolina,South,Office Supplies,Envelopes,186.69,3,62.23,5
789,2015-06-26,2015-06-30,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,South,Office Supplies,Binders,143.96,4,35.99,4
790,2015-06-26,2015-06-30,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,South,Office Supplies,Storage,15.42,1,15.42,4
791,2015-06-26,2015-06-30,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,South,Office Supplies,Binders,43.04,8,5.38,4
792,2015-06-26,2015-06-30,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,South,Furniture,Chairs,332.94,3,110.98,4
793,2016-05-20,2016-05-20,Same Day,Joe Kamberova,Consumer,Asheville,North Carolina,South,Technology,Phones,1363.96,5,272.792,0
794,2014-09-20,2014-09-26,Standard Class,Erica Smith,Consumer,San Francisco,California,West,Office Supplies,Labels,9.96,2,4.98,6
795,2014-09-20,2014-09-26,Standard Class,Erica Smith,Consumer,San Francisco,California,West,Office Supplies,Paper,21.72,4,5.43,6
796,2017-09-21,2017-09-26,Standard Class,Rick Hansen,Consumer,Rochester,Minnesota,Central,Office Supplies,Binders,20.16,7,2.88,5
797,2015-12-24,2015-12-26,First Class,David Bremer,Corporate,Rochester,New York,East,Office Supplies,Paper,132.79,7,18.97,2
798,2015-12-24,2015-12-26,First Class,David Bremer,Corporate,Rochester,New York,East,Office Supplies,Paper,12.96,2,6.48,2
799,2015-12-24,2015-12-26,First Class,David Bremer,Corporate,Rochester,New York,East,Office Supplies,Labels,21.56,7,3.08,2
800,2015-11-27,2015-12-03,Standard Class,Carlos Daly,Consumer,Lake Elsinore,California,West,Furniture,Chairs,283.92,5,56.784,6
801,2017-02-20,2017-02-23,First Class,Helen Wasserman,Corporate,San Diego,California,West,Furniture,Furnishings,22.23,1,22.23,3
802,2017-02-20,2017-02-23,First Class,Helen Wasserman,Corporate,San Diego,California,West,Technology,Phones,215.968,2,107.984,3
803,2016-08-18,2016-08-23,Second Class,Helen Wasserman,Corporate,New York City,New York,East,Office Supplies,Appliances,355.32,9,39.48,5
804,2016-03-12,2016-03-17,Standard Class,Mike Caudle,Corporate,Monroe,Louisiana,South,Office Supplies,Paper,12.96,2,6.48,5
805,2017-04-22,2017-04-24,First Class,Gary McGarr,Consumer,San Francisco,California,West,Furniture,Furnishings,18.28,2,9.14,2
806,2014-11-01,2014-11-07,Standard Class,Russell Applegate,Consumer,Denver,Colorado,West,Office Supplies,Art,43.176,3,14.392,6
807,2014-11-01,2014-11-07,Standard Class,Russell Applegate,Consumer,Denver,Colorado,West,Technology,Phones,1983.968,4,495.992,6
808,2015-02-03,2015-02-05,First Class,Allen Armold,Consumer,Omaha,Nebraska,Central,Furniture,Furnishings,28.4,2,14.2,2
809,2015-02-03,2015-02-05,First Class,Allen Armold,Consumer,Omaha,Nebraska,Central,Technology,Accessories,149.97,3,49.99,2
810,2014-10-13,2014-10-15,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Office Supplies,Art,11.52,4,2.88,2
811,2014-10-13,2014-10-15,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Furniture,Tables,1298.55,5,259.71,2
812,2014-10-13,2014-10-15,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Office Supplies,Appliances,213.92,4,53.48,2
813,2014-10-13,2014-10-15,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Technology,Accessories,25.78,2,12.89,2
814,2017-05-14,2017-05-14,Same Day,Pauline Johnson,Consumer,Santa Ana,California,West,Furniture,Furnishings,18.28,2,9.14,0
815,2017-05-14,2017-05-14,Same Day,Pauline Johnson,Consumer,Santa Ana,California,West,Technology,Accessories,1399.93,7,199.99,0
816,2015-03-20,2015-03-23,First Class,Bart Watters,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Paper,51.84,8,6.48,3
817,2016-09-15,2016-09-19,Standard Class,Dean Braden,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,5.344,1,5.344,4
818,2014-06-28,2014-07-02,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,41.472,8,5.184,4
819,2014-06-28,2014-07-02,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.168,3,1.056,4
820,2014-06-28,2014-07-02,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,1228.465,5,245.693,4
821,2014-06-28,2014-07-02,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,31.086,3,10.362,4
822,2014-06-28,2014-07-02,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,335.52,4,83.88,4
823,2017-06-20,2017-06-27,Standard Class,Toby Ritter,Consumer,Belleville,New Jersey,East,Technology,Accessories,239.97,3,79.99,7
824,2017-06-20,2017-06-27,Standard Class,Toby Ritter,Consumer,Belleville,New Jersey,East,Office Supplies,Labels,9.82,2,4.91,7
825,2014-05-09,2014-05-15,Standard Class,Patrick Gardner,Consumer,San Francisco,California,West,Technology,Accessories,67.8,4,16.95,6
826,2014-05-09,2014-05-15,Standard Class,Patrick Gardner,Consumer,San Francisco,California,West,Technology,Accessories,167.97,3,55.99,6
827,2017-08-21,2017-08-28,Standard Class,Greg Tran,Consumer,Lakeville,Minnesota,Central,Office Supplies,Fasteners,35,7,5,7
828,2017-08-21,2017-08-28,Standard Class,Greg Tran,Consumer,Lakeville,Minnesota,Central,Office Supplies,Supplies,37.24,4,9.31,7
829,2017-08-21,2017-08-28,Standard Class,Greg Tran,Consumer,Lakeville,Minnesota,Central,Office Supplies,Envelopes,15.28,2,7.64,7
834,2016-07-23,2016-07-27,Standard Class,Jennifer Braxton,Corporate,Tampa,Florida,South,Office Supplies,Art,35.216,2,17.608,4
835,2016-07-23,2016-07-27,Standard Class,Jennifer Braxton,Corporate,Tampa,Florida,South,Office Supplies,Appliances,23.696,2,11.848,4
836,2016-07-23,2016-07-27,Standard Class,Jennifer Braxton,Corporate,Tampa,Florida,South,Technology,Machines,265.475,1,265.475,4
837,2014-09-08,2014-09-13,Second Class,Lisa Hazard,Consumer,Tyler,Texas,Central,Office Supplies,Binders,51.184,4,12.796,5
838,2017-11-04,2017-11-11,Standard Class,James Lanier,Home Office,Columbia,Tennessee,South,Office Supplies,Paper,9.664,2,4.832,7
